id,brand,car_model,type,desc,problem,datetime,status
485883,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡杆处没有指示灯涉嫌虚假宣传,"M279,",2020-06-18,信息审核
485882,东风日产,逍客,2017款 2.0L CVT 精英版 国V,东风日产逍客车灯变暗行驶时变速箱顿挫,"B19,H82,",2020-06-18,处理反馈
485881,上汽集团,荣威350,2014款 1.5L 自动 迅达版 350S,上汽荣威350购车后车内一直有浓重的异味,"H185,",2020-06-18,处理反馈
485880,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜空调压缩机频繁启停中控异响,"H101,H93,",2020-06-18,信息审核
485878,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际转向机漏油备胎异常磨损车身异响,"D58,H72,H15,H157,",2020-06-18,处理反馈
485877,长安汽车,长安CS95,2017款 2.0T 两驱 智拓版,长安CS95踩刹车后异响声音大要求索赔,"E43,",2020-06-18,处理反馈
485875,北京奔驰,奔驰GLC,2018款 GLC 260 4MATIC 动感型 改款,北京奔驰GLC轮毂氧化起皮要求更换,"H243,",2020-06-18,信息审核
485872,广汽本田,雅阁,2015款 2.0L LXS 精英版,广汽本田雅阁变速箱异响高速行驶顿挫,"B33,B19,",2020-06-18,信息审核
485871,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动跑高速时岀现方向卡滞,"D123,",2020-06-18,信息审核
485865,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越行驶过程中变速箱明显顿挫,"B19,",2020-06-18,处理反馈
485863,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408水泵损坏导致发动机异响,"A9,A221,",2020-06-18,用户评分
485862,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,马自达昂克赛拉行使中显示超音传感器故障,"B19,B95,H234,",2020-06-18,处理反馈
485854,北京奔驰,奔驰C级,2020款 改款 C 260 运动版,北京奔驰C级怠速不稳定变速箱换挡迟滞,"A35,B19,",2020-06-18,信息审核
485851,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 舒适型 三厢,长安马自达昂克赛拉仪表盘掉漆座椅掉皮,"H168,H169,",2020-06-18,处理反馈
485843,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客转向异响希望厂家处理,"D59,",2020-06-18,处理反馈
485830,吉利汽车,博瑞,2015款 1.8T 旗舰型,吉利博瑞方向盘卡死 助力系统故障,"A255,D123,D112,",2020-06-18,处理反馈
485828,长安汽车,长安UNI-T,2020款 1.5T 尊贵型,长安UNI-T车机没有反应音量自动增大,"H134,",2020-06-18,用户评分
485825,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL中控台异响多次处理无效,"B19,H93,H89,",2020-06-18,用户评分
485823,广汽本田,缤智,2015款 1.5L CVT 两驱舒适型,广汽本田缤智冷车启动发动机异响,"A9,",2020-06-18,信息审核
485821,东风标致,标致5008,2017款 380THP 精英版 7座,东风标致5008方向盘与刹车行驶途中异响,"D59,E43,",2020-06-18,处理反馈
485819,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙天窗异响严重希望解决,"H89,",2020-06-18,信息审核
485817,东风本田,本田CR-V,2018款 1.5T CVT 两驱 舒适版,东风本田CR-V优科豪马轮胎开裂掉皮,"F100,F186,",2020-06-18,处理反馈
485812,上汽大众,Polo,2018款 1.5L 自动 安享型,上汽大众Polo车内异味严重无法忍受	,"H185,",2020-06-18,信息审核
485811,东风标致,标致508,2015款 1.8THP 自动 致臻版,东风标致508厂家召回进气歧管不合理,"Q323,",2020-06-18,处理反馈
485809,东风雪铁龙,雪铁龙C4L,2015款 1.8L 手动 领先版,东风雪铁龙C4L发动机烧机油希望处理,"A63,",2020-06-18,处理反馈
485805,东风雪铁龙,雪铁龙C4L,2014款 1.8L 手动 智驱版 劲智型,东风雪铁龙C4L汽油泵故障无法启动,"H78,",2020-06-18,用户评分
485802,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控屏卡死行驶时B柱异响,"H134,H15,",2020-06-18,处理反馈
485800,一汽-大众奥迪,奥迪Q5,2012款 2.0TFSI  自动 舒适型,一汽大众奥迪Q5变速箱故障灯亮厂家不保修,"B96,I297,",2020-06-18,信息审核
485798,一汽马自达,马自达CX-4,2020款 2.5L 自动 四驱 蓝天激情版,一汽马自达CX-4高速行驶中突然熄火,"A14,A44,",2020-06-18,信息审核
485794,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜加速时变速箱异响严重,"B33,",2020-06-18,信息审核
485793,东风本田,INSPIRE,2019款 锐·混动 2.0L 净雅版 国VI,东风本田INSPIRE悬挂部件锈蚀严重,"H79,",2020-06-18,处理反馈
485792,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408空调压缩机漏油不制冷,"H101,",2020-06-18,处理反馈
485790,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,一汽丰田RAV4荣放发动机漏油质量差,"A12,",2020-06-18,信息审核
485787,上汽斯柯达,柯迪亚克,2019款 TSI380 四驱 旗舰版 7座 国V,斯柯达柯迪亚克方向盘 刹车 油门全部失灵,"A174,D57,E29,",2020-06-18,信息审核
485785,长安马自达,马自达CX-5,2020款 2.0L 自动 两驱 智尊型,长安马自达CX-5安全带损伤希望厂家处理,"H118,",2020-06-18,处理反馈
485784,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾底盘异响希望尽快处理,"G56,",2020-06-18,处理反馈
485782,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹行驶过程中车内有异响,"H15,H89,",2020-06-18,用户评分
485781,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身异响希望尽快处理,"H15,",2020-06-18,用户评分
485778,一汽-大众奥迪,奥迪A6L,2019款 40 TFSI 豪华动感型,一汽大众奥迪A6L行驶中变速箱内部螺丝断裂,"B77,",2020-06-18,信息审核
485776,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统更新后卡顿 影像不清晰,"H134,H155,O348,",2020-06-18,用户评分
485773,吉利汽车,博越,2018款 1.8TD 自动 两驱 智尊型 4G互联版,吉利博越升级后Carplay消失4S店无升级包,"J300,O348,",2020-06-18,处理反馈
485771,吉利汽车,缤越,2019款 运动款 260T DCT Battle 国VI 运动款,吉利缤越中控异响 车机系统无法升级,"H93,L314,",2020-06-18,处理反馈
485770,一汽丰田,RAV4荣放,2019款 2.0L CVT 两驱 先锋版 国VI,一汽丰田RAV4荣放经销商不让报废车辆,"K325,",2020-06-18,信息审核
485768,上汽大众,朗逸,2017款 1.6L 手动 风尚版,上汽大众朗逸韩泰轮胎老化 排气管生锈,"F100,H30,",2020-06-18,信息审核
485767,东风风行,景逸X6,2017款 1.5T 手动 尊贵型 劲享系列,东风风行景逸X6方向偏右 安全气囊故障,"A24,D154,H103,",2020-06-18,处理反馈
485766,上汽通用五菱,五菱荣光小卡,2019款 1.5L 基本型 双排 L3C 国VI,上汽通用五菱荣光小卡漆面生锈掉漆,"H79,H81,",2020-06-18,处理反馈
485765,广汽本田,缤智,2017款 1.5L CVT 两驱 舒适型,广汽本田缤智低速踩油门抖动无动力输出,"B95,B334,",2020-06-18,信息审核
485759,北京现代,领动,2018款 1.6L 自动 15周年特别版,北京现代领动转向异响存在质量问题,"D59,",2020-06-18,信息审核
485756,一汽-大众,宝来,2017款 1.6L 手动 舒适型,一汽大众宝来后排座椅骨架严重生锈,"H79,",2020-06-18,处理反馈
485750,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 耀享型,吉利嘉际备胎异常磨损 转向机漏油 内饰异响,"D58,H93,H68,H157,",2020-06-18,处理反馈
485749,北汽新能源,北汽新能源EU5,2018款 EU5 R500 智尚版,北汽新能源EU5喷漆质量差漆面鼓泡,"J303,",2020-06-18,用户评分
485748,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车身B柱中控和天窗异响,"H93,H15,H89,",2020-06-18,处理反馈
485747,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越氛围灯与宣传不符希望厂家处理问题,"M279,",2020-06-18,用户评分
485743,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉车门 顶棚 中控 刹车异响,"E43,H72,H93,H15,",2020-06-18,处理反馈
485742,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸新车方向盘有破损的现象,"H168,",2020-06-18,信息审核
485740,上汽集团,名爵6,2018款 20T 自动 豪华智联版 国VI,上汽名爵6变速箱异响解决方案不认可,"B33,I295,I293,",2020-06-18,用户评分
485739,上汽通用五菱,五菱宏光,2014款 1.5L S 豪华型,上汽通用五菱宏光车门严重生锈要求处理,"H79,",2020-06-18,处理反馈
485737,一汽丰田,RAV4荣放,2020款 2.0L CVT 两驱 风尚版,一汽丰田RAV4荣放中控显示屏太大 像素太低,"H134,Q322,",2020-06-18,信息审核
485736,华晨中华,中华V3,2016款 1.5L 自动 智能型,华晨中华V3车门锁故障希望厂家处理,"H197,",2020-06-18,信息审核
485735,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹中控台异响 B柱异响,"H93,H15,",2020-06-18,用户评分
485733,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机与宣传不符 销售人员不回信息,"I295,M279,",2020-06-18,用户评分
485732,奇瑞汽车,捷途X90,2019款 1.5T 自动 尊享型 6座 国V,奇瑞捷途X90导航无法更新 钥匙手环不索赔,"H21,H119,I295,I297,I294,",2020-06-18,处理反馈
485728,吉利汽车,星越,2019款 改款 300T 耀星者,吉利星越车机与厂商宣传不符要求升级,"M279,",2020-06-18,处理反馈
485725,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡位灯和影音系统功能与宣传不符,"H134,M279,",2020-06-18,用户评分
485723,江淮汽车,嘉悦A5,2020款 1.5T CVT 超越型,江淮嘉悦A5发动机怠速转速高加速无力,"A163,A35,",2020-06-18,处理反馈
485722,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉转动方向盘时存在异响,"D59,",2020-06-18,处理反馈
485721,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身多处异响厂家无法处理,"H15,I295,",2020-06-18,用户评分
485719,广汽菲克Jeep,大指挥官,2018款 2.0T 四驱 悦享版 国VI,广汽菲克Jeep大指挥官车辆减速时底盘异响,"G56,I295,J301,",2020-06-18,信息审核
485717,华晨宝马,宝马3系,2019款 320Li M运动曜夜版,华晨宝马3系后备箱处散发出刺鼻的异味,"H185,",2020-06-18,信息审核
485716,长城汽车,炮,2019款 2.0T 商用版 手动 两驱 精英型 长箱 GW4D20M 柴油,长城炮空调不制冷 售后维修无配件,"H101,N318,",2020-06-18,处理反馈
485715,东风本田,艾力绅,2016款 2.4L 豪华版,东风本田艾力绅导航系统漏电无法启动车辆,"H21,",2020-06-18,处理反馈
485714,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾轮速传感器故障希望解决,"H234,",2020-06-18,处理反馈
485713,上汽大众,朗逸,2013款 1.4TSI 手动 舒适版,上汽大众朗逸车内顶棚布脱落质量差,"H168,",2020-06-18,信息审核
485712,一汽马自达,阿特兹,2020款 2.0L 蓝天豪华版,一汽马自达阿特兹ABC柱和中控台异响,"H93,H15,",2020-06-18,用户评分
485711,江淮格尔发,K7,牵引车,江淮格尔发K7进气压力不够希望处理,"A24,A34,A163,",2020-06-18,信息审核
485706,吉利汽车,帝豪GS,2016款 1.3T 手动 领尚型 运动版,吉利帝豪GS离合器失效分离轴承漏油,"C267,C207,",2020-06-18,处理反馈
485704,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越颠簸路段行驶时前悬架有异响,"G204,",2020-06-18,处理反馈
485701,长城汽车,哈弗M6,2019款 1.5T DCT 两驱 精英型 国V,长城哈弗M6行驶中变速箱停留在二挡不升挡,"B20,",2020-06-18,处理反馈
485698,东风日产,天籁,2019款 2.0L XL 舒适版,东风日产天籁低频共振噪音大油箱异响,"H268,H147,I295,I281,",2020-06-18,处理反馈
485697,吉利汽车,星越,2019款 350T 驭星者,吉利星越升级后车机依然无法下载第三方软件,"O348,",2020-06-18,处理反馈
485695,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱车身异响4S店无法解决,"H15,",2020-06-18,处理反馈
485694,吉利汽车,远景,2020款 1.5L 手动 亚运版,吉利远景缺少胎压及胎温数值显示功能,"Q350,",2020-06-18,用户评分
485693,华晨宝马,宝马5系,2020款 530Li 尊享型 M运动套装,华晨宝马5系后排娱乐pad无法正常使用,"H155,",2020-06-18,信息审核
485692,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台车身多处异响,"H93,H15,O326,",2020-06-18,处理反馈
485691,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌胎压监测有时没有显示或乱码,"H203,",2020-06-18,信息审核
485689,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机升级后卡顿死机要求更换硬件,"H155,O348,",2020-06-18,处理反馈
485687,奇瑞汽车,艾瑞泽GX,2019款 Pro 1.5T CVT 型色版 国VI,奇瑞艾瑞泽GX新车多处生锈要求厂家解决,"H79,",2020-06-18,处理反馈
485685,东风本田,INSPIRE,2019款 260TURBO 典雅版 国V,东风本田INSPIRE胎压监测故障4S店不处理,"H203,J301,",2020-06-18,处理反馈
485684,华晨中华,中华V7,2019款 300T 自动 豪华型 5座,华晨中华V7下雨天发动机无法熄火车内进水,"H109,H60,H110,H104,H71,H240,J298,J301,",2020-06-18,信息审核
485683,东风日产,天籁,2020款 2.0T XL Upper AD1 智享领航版,东风日产天籁发动机噪音大 油箱异响,"A38,H147,",2020-06-18,用户评分
485677,一汽-大众,速腾,2019款 280TSI DSG 豪华型 国VI,一汽大众速腾变速箱异响顿挫 左前轮异响,"B33,B19,G125,",2020-06-18,处理反馈
485676,广汽丰田,威兰达,2020款 2.0L CVT 两驱 豪华版,广汽丰田威兰达发动机抖动明显厂家不解决,"A24,I295,",2020-06-18,信息审核
485673,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身B柱C柱异响严重,"H15,",2020-06-18,用户评分
485672,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取动感型,一汽大众奥迪Q3副驾驶线孔位置漏水,"H109,",2020-06-18,信息审核
485671,一汽-大众奥迪,奥迪A3,2020款 Sportback 35 TFSI 时尚型 国VI,一汽大众奥迪A3变速箱换档和颠簸路异响,"B33,",2020-06-18,信息审核
485669,大乘汽车,大乘E20,2019款 标准型,大乘汽车E20动力电池故障无配件维修,"H343,",2020-06-18,信息审核
485667,奇瑞汽车,艾瑞泽5,2017款 1.5L 手动 领潮版,奇瑞艾瑞泽5车身多处严重生锈存在质量问题,"H79,",2020-06-18,处理反馈
485664,云度新能源,云度π3,2018款 Pro 精英型,云度π3动力电池绝缘体漏电无售后处理,"H343,",2020-06-18,处理反馈
485663,北汽新能源,北汽新能源EU,2017款 EU260 乐途plus版,北汽新能源EU系列转向机卡顿 车轮异响,"D123,D265,G125,",2020-06-18,处理反馈
485660,北京汽车,绅宝X25,2015款 1.5L 手动 舒适型,北汽绅宝X25发动机无法启动4S店多次维修,"A44,I295,J298,J301,",2020-06-18,处理反馈
485655,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾行驶过程中飞轮异响严重,"A9,",2020-06-18,处理反馈
485654,吉利汽车,博越,2018款 1.8TD 自动 两驱 智联型 4G互联版,吉利博越换挡顿挫 发动机抖动 刹车异响,"A24,B19,E43,H209,",2020-06-18,处理反馈
485652,吉利新能源,星越新能源,2019款 400T 驭星者 纯电动续航80KM,吉利星越新能源车机系统与宣传不符,"M279,",2020-06-18,处理反馈
485649,众泰汽车,众泰E200,2018款 飞鱼座,众泰E200行驶过程中失去动力存在安全隐患,"H343,",2020-06-18,信息审核
485648,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际行车雷达故障4S店不保修让自费,"H170,I297,K307,",2020-06-18,用户评分
485646,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏有裂痕而且黑屏,"H134,",2020-06-18,用户评分
485644,广汽本田,缤智,2015款 1.8L CVT 两驱豪华型,广汽本田缤智一键启动故障导致启动困难,"A34,A44,",2020-06-18,信息审核
485637,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天探索版,一汽马自达CX-4刹车方向盘与车门处异响,"D59,E43,H15,",2020-06-18,用户评分
485636,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越变速箱无挡位灯存在安全问题,"M279,",2020-06-18,用户评分
485635,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹B柱C柱后备箱异响,"H15,J298,",2020-06-18,处理反馈
485633,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身AB柱和中控台异响,"H93,H15,",2020-06-18,处理反馈
485628,上汽集团,名爵3,2014款 1.5L 自动 精英版,上汽名爵3行驶中变速箱脱挡4S店无法解决,"B115,B246,I297,J298,J301,",2020-06-18,处理反馈
485627,长安汽车,悦翔V5,2012款 1.5L 手动 运动型 国IV,长安悦翔V5车身左右后翼子板生锈,"H79,",2020-06-18,处理反馈
485625,一汽马自达,阿特兹,2018款 2.5L 蓝天运动版 国V,一汽马自达阿特兹变速箱漏油维修后未解决,"B22,",2020-06-18,信息审核
485623,力帆汽车,迈威,2017款 1.8L 手动 精英型,力帆迈威方向不正底盘异响4S店联系不上,"D154,G56,H88,I295,O326,",2020-06-18,信息审核
485621,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统黑屏死机一直未更新,"H155,M279,",2020-06-18,处理反馈
485619,一汽-大众,速腾,2019款 280TSI DSG 舒适型 国V,一汽大众速腾行驶中变速箱异响天窗无法关闭,"B33,H192,",2020-06-18,用户评分
485617,众泰汽车,众泰SR9,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱挂入D挡后车辆无法行驶,"B334,I294,",2020-06-18,用户评分
485616,华晨宝马,宝马X3,2020款 xDrive28i M运动套装,华晨宝马X3空调不出风4S店出售库存车,"H101,I295,M283,",2020-06-18,信息审核
485611,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机死机黑屏版本与宣传不符,"M279,",2020-06-18,处理反馈
485610,上汽大通,上汽MAXUS G50,2019款 1.5T 自动 精英版 国VI,上汽MAXUS G50转速自动升高厂家未回复,"A38,",2020-06-18,处理反馈
485609,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越变速箱无挡位灯存在安全问题,"M279,",2020-06-18,处理反馈
485608,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越新车没有前雾灯与厂家宣传不符,"M279,",2020-06-18,用户评分
485607,上汽通用五菱,五菱荣光小卡,2019款 1.5L 基本型 双排 L3C 国VI,"上汽通用五菱,荣光小卡车辆自燃厂家不处理","H40,I295,I297,",2020-06-18,处理反馈
485606,吉利汽车,博越,2020款 1.8TD DCT 两驱 智联型4G互联版,吉利博越新车漆面龟裂掉落厂家不给处理,"H81,I295,M283,",2020-06-18,处理反馈
485605,一汽马自达,马自达CX-4,2016款 2.0L 自动 两驱蓝天活力版,一汽马自达CX-4底盘出现严重生锈的现象,"H79,",2020-06-18,信息审核
485603,一汽马自达,阿特兹,2018款 2.5L 蓝天运动版 国V,一汽马自达阿特兹4S店维修质量差不处理,"J300,J303,",2020-06-18,信息审核
485599,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统出现黑屏死机现象,"H155,",2020-06-18,处理反馈
485598,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派发动机烧机油 故障灯亮,"A34,A63,",2020-06-18,信息审核
485595,一汽吉林,森雅R7,2016款 1.6L 手动 智能型,一汽吉林森雅R7转向卡顿不回正 前轮吃胎,"D123,D154,G245,",2020-06-18,信息审核
485591,上汽斯柯达,柯迪亚克,2019款 TSI330 两驱 豪华优享版 7座 国VI,斯柯达柯迪亚克电子锁故障无法启动,"H197,",2020-06-18,信息审核
485590,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越后防撞梁材料存在不同程度缩水,"M279,Q322,",2020-06-18,用户评分
485589,上汽集团,名爵ZS,2020款 180DVVT 自动 Plus L2+,上汽名爵ZS正常行驶时自动刹车且异响,"E43,E29,",2020-06-18,处理反馈
485587,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机电脑烧毁不予质保,"H104,",2020-06-18,处理反馈
485584,上汽集团,名爵ZS,2020款 180DVVT 自动 Lite,上汽名爵ZS通电后中控屏幕不亮无任何声音,"H134,",2020-06-18,处理反馈
485582,上汽集团,名爵ZS,2017款 1.5L 手动 舒适版,上汽名爵ZS发动机故障灯亮传感器故障,"A34,H234,",2020-06-18,处理反馈
485576,奇瑞瑞麒,瑞麒G6,2011款 2.0T 自动 豪华型,奇瑞瑞麟G6维修配件无货4S店无法处理,"A24,G52,N318,",2020-06-18,处理反馈
485574,华晨宝马,宝马5系,2012款 523Li 2.5 领先型,华晨宝马5系保养后发动机与变速箱故障,"A34,A85,B19,J300,",2020-06-18,信息审核
485571,吉利汽车,帝豪GS,2016款 1.8L 手动 领尚型 优雅版,吉利帝豪GS离合器不回位变速箱挂挡困难,"C267,",2020-06-18,处理反馈
485569,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越挡pro位灯与宣传不符承诺解决未兑现,"L314,M279,",2020-06-18,处理反馈
485568,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身B柱异响厂家未解决,"H164,H93,H15,I295,",2020-06-18,用户评分
485566,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4车身多处异响厂家未解决,"H93,H15,I295,I293,M315,",2020-06-18,用户评分
485565,长安马自达,马自达3 昂克赛拉,2020款 2.0L 自动 质豪版,长安马自达昂克赛拉扶手箱异响车机卡顿,"H134,H164,H149,",2020-06-18,处理反馈
485564,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱无法换挡4S店不予保修,"B20,B115,I297,",2020-06-18,处理反馈
485562,北京现代,领动,2016款 1.6L 自动 智炫·精英型,北京现代领动发动机烧机油希望厂家保修,"A63,I297,",2020-06-18,信息审核
485556,吉利汽车,博越,2020款 1.8TD DCT 智联PRO,吉利博越没有挡位灯和前雾灯与宣传不符,"M279,",2020-06-18,处理反馈
485553,众泰汽车,众泰T600,2016款 2.0T  自动 尊贵型 运动版,众泰T600变速箱无法换挡 温度过高,"B246,",2020-06-18,用户评分
485552,东风雪铁龙,雪铁龙C4L,2013款 1.8L 手动 劲智版,东风雪铁龙C4L方向盘晃动存在质量问题,"D80,D337,",2020-06-18,处理反馈
485550,上汽集团,荣威360,2015款 1.5L   自动 豪华版,上汽荣威360前车轮处异响 减震器过硬,"G125,G171,",2020-06-18,用户评分
485549,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L左前车轮行驶过程中异响,"G125,",2020-06-18,信息审核
485546,奇瑞汽车,艾瑞泽5,2019款 Pro 1.5L 手动 青春版 国VI,奇瑞艾瑞泽5车身掉漆生锈 助力泵油壶漏油,"D58,H79,H81,",2020-06-17,处理反馈
485545,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,上汽名爵6离合器异响 行驶顿挫要求解决,"C65,",2020-06-17,处理反馈
485541,上汽大众,朗逸,2019款 280TSI DSG 豪华版 国VI,上汽大众朗逸变速箱异响 顿挫 失去动力,"B33,B19,B334,",2020-06-17,处理反馈
485540,广汽本田,雅阁,2018款 260TURBO 豪华版 国V,广汽本田雅阁手刹异响 4S店不解决故意拖延,"E43,I295,I282,",2020-06-17,信息审核
485538,一汽马自达,阿特兹,2020款 2.5L 蓝天运动版,一汽马自达阿特兹右侧B柱异响维修无法解决,"H15,J303,",2020-06-17,处理反馈
485536,吉利汽车,星越,2019款 350T 驭星者,吉利星越4S店销售库存车 服务承诺不兑现,"H15,L314,M283,",2020-06-17,处理反馈
485535,一汽马自达,阿特兹,2014款 2.0L 蓝天豪华版,一汽马自达阿特兹转向卡滞打方向沉重,"D59,D123,D156,",2020-06-17,信息审核
485533,北京现代,途胜,2018款 1.6T 双离合 两驱 15周年特别版,北京现代途胜耐克森轮胎多处老化开裂,"F100,",2020-06-17,处理反馈
485532,广汽丰田,YARiS L 致炫,2019款 1.5E CVT 魅动版 国VI,广汽丰田致炫转向或过减速带时悬架异响,"G204,",2020-06-17,信息审核
485529,一汽马自达,阿特兹,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控台和ABC柱有异响,"H93,H15,",2020-06-17,处理反馈
485528,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越4S店克扣置换补贴变相收费,"K307,",2020-06-17,用户评分
485527,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,众泰T700 A柱和D柱装饰条出现裂痕,"H168,N318,",2020-06-17,处理反馈
485523,一汽-大众奥迪,奥迪A4L,2018款 quattro 2.0T 运动型 30周年年型,一汽大众奥迪A4L开启空调外循环无风,"H101,",2020-06-17,信息审核
485522,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越没有前雾灯变速箱没有挡位灯,"M279,",2020-06-17,信息审核
485518,现代,轻卡货车,盛图2.8,四川现代盛图发动机渗油变速箱挂挡困难,"A12,B20,",2020-06-17,信息审核
485517,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁新车玻璃内侧有划痕,"H113,",2020-06-17,信息审核
485516,江淮汽车,瑞风S3,2016款 1.5L CVT 豪华智能尊享版,江淮瑞风S3安全气囊灯常亮无法解决,"H103,",2020-06-17,处理反馈
485514,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机升级GKUI19系统后仍旧卡顿,"O348,",2020-06-17,处理反馈
485511,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国V,一汽丰田亚洲龙机油增多 发动机漏油,"A12,A339,",2020-06-17,信息审核
485507,一汽马自达,马自达CX-4,2020款 2.0L 自动 两驱 蓝天探索版,一汽马自达CX-4 A柱B柱及C柱异响,"H15,",2020-06-17,处理反馈
485506,吉利新能源,博瑞新能源,2020款 1.5T PHEV 耀享版,吉利博瑞新能源承诺6000元补贴一直未兑现,"L313,",2020-06-17,处理反馈
485505,上汽集团,名爵ZS,2019款 1.5L 手动 65寸巨幕天窗全球版 国VI,上汽名爵ZS发动机高温希望尽快解决,"A191,",2020-06-17,处理反馈
485504,一汽丰田,卡罗拉,2007款 1.8L 自动GL-i,一汽丰田卡罗拉中控台开裂掉皮并且出油,"H176,",2020-06-17,信息审核
485503,东风标致,标致408,2019款 350THP 自动 豪华版 国V,东风标致408电池寿命低 油耗高胎噪大,"A85,H146,",2020-06-17,处理反馈
485502,广汽本田,缤智,2015款 1.8L CVT 两驱豪华型,广汽本田缤智保养错误导致行驶中熄火,"J300,J299,",2020-06-17,信息审核
485499,奇瑞捷豹路虎,发现神行,2019款 240PS SE版 国VI,奇瑞捷豹路虎发现神行水泵故障无配件更换,"A221,N318,",2020-06-17,用户评分
485495,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5左前玲珑轮胎开裂希望尽快解决,"F100,",2020-06-17,处理反馈
